Default Scrap Warehouse,Προεπιλεγμένη αποθήκη αποκομμάτων,
Default Selling Cost Center,Προεπιλεγμένο κέντρο κόστους πωλήσεων,
Default Selling Terms,Προεπιλεγμένοι όροι πώλησης,
Default Service Level Agreement,Προεπιλεγμένη συμφωνία επιπέδου υπηρεσιών,
Default Shift,Προεπιλεγμένη μετατόπιση,
Default Shipping Account,Προκαθορισμένος λογαριασμός αποστολής,
Default Source Warehouse,Προεπιλεγμένη αποθήκη πηγής,
Default Stock UOM,Προεπιλεγμένη Μ.Μ. Αποθέματος,
Default Supplier,Προεπιλεγμένος προμηθευτής,
Default Supplier Group,Προεπιλεγμένη ομάδα προμηθευτών,
Default Target Warehouse,Προεπιλεγμένη αποθήκη προορισμού,
Default Tax Template,Προκαθορισμένο πρότυπο φόρου,
Default Tax Withholding Config,Προεπιλεγμένο παράθυρο παρακράτησης φόρου,
Default Taxes and Charges,Προεπιλογή Φόροι και τέλη,
Default Territory,Προεπιλεγμένη περιοχή,
Default UOM,Προεπιλεγμένο UOM,
Default Unit of Measure,Προεπιλεγμένη μονάδα μέτρησης,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,"Προεπιλεγμένη μονάδα μέτρησης για τη θέση {0} δεν μπορεί να αλλάξει άμεσα, επειδή έχετε ήδη κάνει κάποια συναλλαγή (ες) με μια άλλη UOM. Θα χρειαστεί να δημιουργήσετε ένα νέο σημείο για να χρησιμοποιήσετε ένα διαφορετικό Προεπιλογή UOM.",
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',Προεπιλεγμένη μονάδα μέτρησης για την παραλλαγή &#39;{0}&#39; πρέπει να είναι ίδιο με το πρότυπο &#39;{1}&#39;,
Default Valuation Method,Προεπιλεγμένη μέθοδος αποτίμησης,
Default Value,Προεπιλεγμένη τιμή,
Default Values,Προεπιλεγμένες Τιμές,
Default Warehouse,Προεπιλεγμένη αποθήκη,
Default Warehouse for Sales Return,Προεπιλεγμένη αποθήκη για επιστροφή πωλήσεων,
Default Warehouse to to create Sales Order and Delivery Note,Προεπιλεγμένη αποθήκη για να δημιουργήσετε μια παραγγελία πώλησης και μια παραλαβή,
Default Warehouses for Production,Προκαθορισμένες αποθήκες παραγωγής,
Default Work In Progress Warehouse,Προεπιλογή Work In Progress Αποθήκη,
Default Workstation,Προεπιλογμένος σταθμός εργασίας,
Default account will be automatically updated in POS Invoice when this mode is selected.,"Ο προεπιλεγμένος λογαριασμός θα ενημερωθεί αυτόματα στο POS Τιμολόγιο, όταν αυτή η λειτουργία είναι επιλεγμένη.",
Default income accounts to be used if not set in Healthcare Practitioner to book Appointment charges.,Προκαθορισμένοι λογαριασμοί εισοδήματος που πρέπει να χρησιμοποιηθούν εάν δεν έχουν οριστεί στο Healthcare Practitioner για την κράτηση χρεώσεων διορισμού.,
Default receivable accounts to be used to book Appointment charges.,Προεπιλεγμένοι εισπρακτέοι λογαριασμοί που θα χρησιμοποιηθούν για την κράτηση χρεώσεων ραντεβού.,
Default: 10 mins,Προεπιλογή: 10 λεπτά,
Defaults,Προεπιλογές,
Defense,Αμυνα,
Deferred Accounting Settings,Αναβαλλόμενες ρυθμίσεις λογιστικής,
Deferred Expense,Αναβαλλόμενη δαπάνη,
Deferred Expense Account,Λογαριασμός αναβαλλόμενων εξόδων,
Deferred Revenue,Αναβαλλόμενα έσοδα,
Deferred Revenue Account,Λογαριασμός αναβαλλόμενων εσόδων,
Define Project type.,Ορίστε τον τύπο έργου.,
Delay (in Days),Καθυστέρηση (σε ημέρες),
Delay between Delivery Stops,Καθυστέρηση μεταξύ των σταθμών παράδοσης,
Delay in payment (Days),Καθυστέρηση στην πληρωμή (Ημέρες),
Delayed Days,Καθυστερημένες ημέρες,
Delayed Item Report,Αναφορά καθυστερημένου στοιχείου,
Delayed Order Report,Αναφορά καθυστερημένης παραγγελίας,
Delete,Διαγραφή,
Delete all the Transactions for this Company,Διαγράψτε όλες τις συναλλαγές για αυτή την Εταιρεία,
Deleted,Διεγραμμένο,
Deletion is not permitted for country {0},Η διαγραφή δεν επιτρέπεται για τη χώρα {0},
Delivered,Παραδόθηκε,
Delivered Amount,Ποσό που παραδόθηκε,
Delivered By Supplier,Παραδίδονται από τον προμηθευτή,
Delivered Items To Be Billed,Είδη για χρέωση που έχουν παραδοθεί,
Delivered Qty,Ποσότητα που παραδόθηκε,
Delivered Quantity,Ποσότητα παραδόσεων,
Delivered by Supplier (Drop Ship),Δημοσιεύθηκε από τον Προμηθευτή (Drop Ship),
Delivered: {0},Δημοσιεύθηκε: {0},
Delivery,Παράδοση,
Delivery After (Days),Παράδοση μετά (ημέρες),
Delivery Date,Ημερομηνία παράδοσης,
Delivery Details,Λεπτομέρειες παράδοσης,
Delivery Document No,Αρ. εγγράφου παράδοσης,
Delivery Document Type,Τύπος εγγράφου παράδοσης,
Delivery Note,Δελτίο αποστολής,
Delivery Note Item,Είδος δελτίου αποστολής,
Delivery Note No,Αρ. δελτίου αποστολής,
Delivery Note Series,Σειρά σημειώσεων παράδοσης,
Delivery Note Trends,Τάσεις δελτίου αποστολής,
Delivery Note {0} is not submitted,Το δελτίο αποστολής {0} δεν έχει υποβληθεί,
Delivery Note {0} must not be submitted,Το δελτίο αποστολής {0} δεν πρέπει να υποβάλλεται,
Delivery Notes,Σημειώσεις παράδοσης,
Delivery Notes {0} must be cancelled before cancelling this Sales Order,Τα δελτία παράδοσης {0} πρέπει να ακυρώνονται πριν από την ακύρωση της παραγγελίας πώλησης,
Delivery Notes {0} updated,Οι σημειώσεις παράδοσης {0} ενημερώνονται,
Delivery Settings,Ρυθμίσεις παράδοσης,
Delivery Status,Κατάσταση παράδοσης,
Delivery Stop,Διακοπή παράδοσης,
Delivery Stops,Η παράδοση σταματά,
Delivery Time,Χρόνος παράδοσης,
Delivery To,Παράδοση προς,
Delivery Trip,Ταξίδι παράδοσης,
Delivery Warehouse,Αποθήκη Παράδοση,
Delivery warehouse required for stock item {0},Παράδοση αποθήκη που απαιτούνται για τη θέση του αποθέματος {0},
Density (if liquid),Πυκνότητα (εάν είναι υγρή),
Department,Τμήμα,
Department (optional),Τμήμα (προαιρετικό),
Department Approver,Διευθυντής Τμήματος,
Department Stores,Πολυκαταστήματα,
Department and Grade,Τμήμα και βαθμό,
Departure Datetime,Ώρα αναχώρησης,
Departure Time,Ωρα αναχώρησης,
Dependencies,Εξαρτήσεις,
Dependent Task,Εξαρτημένη Εργασία,
Dependent Tasks,Εξαρτημένες εργασίες,
Depends on Payment Days,Εξαρτάται από τις ημέρες πληρωμής,
Depends on Tasks,Εξαρτάται από Εργασίες,
Depreciated Amount,Αποσβεσμένο ποσό,
Depreciatied Amount,Ποσοστό απόσβεσης,
Depreciation,Απόσβεση,
Depreciation Amount,αποσβέσεις Ποσό,
Depreciation Amount during the period,Οι αποσβέσεις Ποσό κατά τη διάρκεια της περιόδου,
Depreciation Date,αποσβέσεις Ημερομηνία,
Depreciation Eliminated due to disposal of assets,Οι αποσβέσεις Αποκλεισμός λόγω πώλησης των περιουσιακών στοιχείων,
Depreciation Entry,αποσβέσεις Έναρξη,
Depreciation Expense Account,Ο λογαριασμός Αποσβέσεις,
Depreciation Method,Μέθοδος απόσβεσης,
Depreciation Options,Επιλογές απόσβεσης,
Depreciation Posting Date,Ημερομηνία δημοσίευσης απόσβεσης,
Depreciation Row {0}: Expected value after useful life must be greater than or equal to {1},Γραμμή απόσβεσης {0}: Η αναμενόμενη τιμή μετά την ωφέλιμη ζωή πρέπει να είναι μεγαλύτερη ή ίση με {1},
Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,Απόσβεση γραμμής {0}: Η επόμενη ημερομηνία απόσβεσης δεν μπορεί να γίνει πριν από την Ημερομηνία διαθέσιμης για χρήση,
Depreciation Row {0}: Next Depreciation Date cannot be before Purchase Date,Γραμμή απόσβεσης {0}: Η επόμενη ημερομηνία απόσβεσης δεν μπορεί να είναι πριν από την ημερομηνία αγοράς,
Depreciation Schedule,Πρόγραμμα αποσβέσεις,
Description,Περιγραφή,
Description ,Περιγραφή,
Description of a Job Opening,Περιγραφή μιας ανοιχτής θέσης εργασίας,
Descriptive,Περιγραφικός,
Descriptive Test,Περιγραφική δοκιμή,
Descriptive Test Result,Περιγραφικό αποτέλεσμα δοκιμής,
Descriptive Test Template,Περιγραφικό πρότυπο δοκιμής,
Designation,Ονομασία,
Designation (optional),Ονομασία (προαιρετικό),
Designation Skill,Δεξιότητα καθορισμού,
Designer,Σχεδιαστής,
Detailed Reason,Λεπτομερής Λόγος,
Details,Λεπτομέρειες,
Details of Outward Supplies and inward supplies liable to reverse charge,Λεπτομέρειες σχετικά με τις εξωτερικές προμήθειες και τις εισερχόμενες προμήθειες που ενδέχεται να αντιστραφούν,
"Details of Sponsor (Name, Location)","Λεπτομέρειες του Χορηγού (Όνομα, Τοποθεσία)",
Detected Disease,Εντοπίστηκε ασθένεια,
Detected Diseases,Ανιχνεύθηκαν ασθένειες,
Determine Address Tax Category From,Προσδιορίστε τη φορολογική κατηγορία διευθύνσεων από,
Determine Check-in and Check-out,Προσδιορίστε το Check-in και Check-out,
Diagnosis,Διάγνωση,
Did not find any item called {0},δεν βρήκε κανένα στοιχείο που ονομάζεται {0},
"Did not send SMS, missing patient mobile number or message content.","Δεν έστειλα SMS, λείπει αριθμός κινητού ασθενούς ή περιεχόμενο μηνύματος.",
Diesel,Ντίζελ,
Diff Qty,Διαφορά Ποσ,
Difference,Διαφορά,
Difference (Dr - Cr),Διαφορά ( dr - cr ),
Difference Account,Λογαριασμός διαφορών,
"Difference Account must be a Asset/Liability type account, since this Stock Entry is an Opening Entry","Ο Λογαριασμός Διαφοράς πρέπει να είναι ένας λογαριασμός τύπου Παγίου / Παθητικού, δεδομένου ότι αυτή η Εισαγωγή Χρηματιστηρίου είναι Εισαγωγή Έναρξης",
"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","Ο λογαριασμός διαφορά πρέπει να είναι λογαριασμός τύπου Περιουσιακών Στοιχείων / Υποχρεώσεων, δεδομένου ότι το εν λόγω απόθεμα συμφιλίωση είναι μια Έναρξη Έναρξη",
Difference Amount,Διαφορά Ποσό,
Difference Amount (Company Currency),Διαφορά Ποσό (Εταιρεία νομίσματος),
Difference Amount must be zero,Διαφορά Ποσό πρέπει να είναι μηδέν,
Difference Value,Τιμή διαφοράς,
Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,Διαφορετικές Μ.Μ.για τα είδη θα οδηγήσουν σε λανθασμένη τιμή ( σύνολο ) καθαρού βάρους. Βεβαιωθείτε ότι το καθαρό βάρος κάθε είδοςυ είναι στην ίδια Μ.Μ.,
Difficulty Level,Επίπεδο δυσκολίας,
Dimension Defaults,Προεπιλογές διαστάσεων,
Dimension Filter,Φίλτρο διαστάσεων,
Dimension Name,Όνομα διάστασης,
Direct Expenses,Άμεσες δαπάνες,
Direct Income,Άμεσα έσοδα,
Disable,Απενεργοποίηση,
Disable Capacity Planning,Απενεργοποιήστε τον προγραμματισμό χωρητικότητας,
Disable In Words,Απενεργοποίηση στα λόγια,
Disable Marketplace,Απενεργοποιήστε το Marketplace,
Disable Rounded Total,Απενεργοποίηση στρογγυλοποίησης συνόλου,
Disabled,Απενεργοποιημένο,
Disabled template must not be default template,Άτομα με ειδικές ανάγκες προτύπου δεν πρέπει να είναι προεπιλεγμένο πρότυπο,
Disburse Loan,Εκταμίευση δανείου,
Disbursed,Εκταμιεύτηκε,
Disbursed Amount,Ποσό εκταμιεύσεων,
Disbursed Amount cannot be greater than {0},Το εκταμιευμένο ποσό δεν μπορεί να είναι μεγαλύτερο από {0},
Disbursement Date,Ημερομηνία εκταμίευσης,
Disbursement Details,Λεπτομέρειες εκταμίευσης,
Discharge,Εκπλήρωση,
Discharge Detials,Απαλλαγή απαλλαγής,
Discharge Instructions,Οδηγίες απαλλαγής,
Discharge Notes,Σημειώσεις απαλλαγής,
Discharge Scheduled,Εκφόρτωση Προγραμματισμένη,
Discharged,Εκφορτίστηκε,
Discount,Εκπτωση,
Discount (%),Έκπτωση (%),
Discount (%) on Price List Rate with Margin,Έκπτωση (%) στην Τιμοκατάλογο με Περιθώριο,
Discount Amount,Ποσό έκπτωσης,
Discount Percentage,Ποσοστό έκπτωσης,
Discount Percentage can be applied either against a Price List or for all Price List.,Το ποσοστό έκπτωσης μπορεί να εφαρμοστεί είτε ανά τιμοκατάλογο ή για όλους τους τιμοκαταλόγους,
Discount Type,Τύπος έκπτωσης,
Discount and Margin,Έκπτωση και Περιθωρίου,
Discount cannot be greater than 100%,Η έκπτωση δεν μπορεί να είναι μεγαλύτερη από 100%,
Discount must be less than 100,Η έκπτωση πρέπει να είναι μικρότερη από 100,
Discount on Other Item,Έκπτωση σε άλλο στοιχείο,
Discount on Price List Rate (%),Έκπτωση στις Τιμοκατάλογος Ποσοστό (%),
Discounted Invoice,Εκπτωτικό Τιμολόγιο,
Discounts,Εκπτώσεις,
Discuss ID,Συζητήστε ID,
Disease,Ασθένεια,
Dislikes,Δεν μου αρέσει,
Dispatch,Αποστολή,
Dispatch Information,Πληροφορίες αποστολής,
Dispatch Notification,Κοινοποίηση αποστολής,
Dispatch Notification Attachment,Προσάρτημα ειδοποίησης αποστολής,
Dispatch Notification Template,Πρότυπο ειδοποίησης αποστολής,
Dispatch Settings,Ρυθμίσεις αποστολής,
Dispatch State,Κατάσταση αποστολής,
Dispensed Amount (Pro-rated),Χορηγημένο Ποσό (Προ-Αξιολόγηση),
Disposal Date,Ημερομηνία διάθεσης,
Distance,Απόσταση,
Distance UOM,Απόσταση UOM,
Distance cannot be greater than 4000 kms,Η απόσταση δεν μπορεί να είναι μεγαλύτερη από 4000 χιλιόμετρα,
Distance from left edge,Απόσταση από το αριστερό άκρο,
Distance from top edge,Απόσταση από το άνω άκρο,
Distinct unit of an Item,Διακριτή μονάδα ενός είδους,
Distribute Charges Based On,Επιμέρησε τα κόστη μεταφοράς σε όλα τα είδη.,
Distributed Cost Center,Κέντρο κατανεμημένου κόστους,
Distribution,Διανομή,
Distribution Name,Όνομα διανομής,
Distributor,Διανομέας,
Dividends Paid,Μερίσματα που καταβάλλονται,
Divorced,Διαζευγμένος,
Do Not Contact,Μην επικοινωνείτε,
Do Not Include in Total,Να μην συμπεριληφθεί συνολικά,
Do not confirm if appointment is created for the same day,Μην επιβεβαιώνετε εάν το ραντεβού δημιουργείται για την ίδια ημέρα,
Do not include in total,Μην συμπεριλάβετε συνολικά,
Do not print or email Lab Tests without Approval,Μην εκτυπώνετε και μην στέλνετε μηνύματα ηλεκτρονικού ταχυδρομείου στο εργαστήριο χωρίς έγκριση,
Do not show any symbol like $ etc next to currencies.,Να μην εμφανίζεται κανένα σύμβολο όπως $ κλπ δίπλα σε νομίσματα.,
Do not update variants on save,Μην ενημερώσετε παραλλαγές για την αποθήκευση,
Do you really want to restore this scrapped asset?,Θέλετε πραγματικά να επαναφέρετε αυτή τη διάλυση των περιουσιακών στοιχείων;,
Do you really want to scrap this asset?,Θέλετε πραγματικά να καταργήσει αυτό το περιουσιακό στοιχείο;,
Do you want to notify all the customers by email?,Θέλετε να ενημερώσετε όλους τους πελάτες μέσω ηλεκτρονικού ταχυδρομείου;,
Do you want to submit the material request,Θέλετε να υποβάλετε το αίτημα υλικού,
Do you want to update attendance? <br> Present: {0} <br> Absent: {1},Θέλετε να ενημερώσετε τη συμμετοχή;<br> Παρόν: {0}<br> Απόντες: {1},
Doc Date,Ημερομηνία εγγράφου,
Doc Name,Όνομα εγγράφου,
Doc Type,Τύπος εγγράφου,
DocType,DocType,
Docs Search,Αναζήτηση εγγράφων,
Doctype,DocType,
Document Name,Όνομα εγγράφου,
Document Status,Κατάσταση εγγράφου,
Document Type,Τύπος εγγράφου,
Document Type ,Είδος αρχείου,
Document {0} successfully uncleared,Το έγγραφο {0} δεν ολοκληρώθηκε με επιτυχία,
Documents,Έγγραφα,
Domain,Τομέας,
Domains,Τομείς,
Domestic,Οικιακός,
Don't Send Emails,Μην στείλετε μηνύματα ηλεκτρονικού ταχυδρομείου,
Done,Ολοκληρώθηκε,
Donor,Δότης,
Donor Name,Όνομα δότη,
Donor Type,Τύπος δότη,
Doors,πόρτες,
Dosage,Δοσολογία,
Dosage Form,Φόρμα δοσολογίας,
Dosage Strength,Δοσομετρική αντοχή,
Dosage by Time Interval,Δοσολογία ανά χρονικό διάστημα,
Double Declining Balance,Διπλά φθίνοντος υπολοίπου,
Download,Κατεβάστε,
Download DATEV File,Λήψη αρχείου DATEV,
Download JSON,Κατεβάστε JSON,
Download PDF,Κατεβάστε το αρχείο PDF,
Download Required Materials,Λήψη των απαιτούμενων υλικών,
Download Template,Κατεβάστε πρότυπο,
Download as JSON,Λήψη ως JSON,
Downtime,Χρόνος αργίας,
Downtime (In Hours),Διακοπή λειτουργίας (σε ώρες),
Downtime Analysis,Ανάλυση διακοπής λειτουργίας,
Downtime Entry,Είσοδος εκτός λειτουργίας,
Downtime Reason,Λόγος διακοπής λειτουργίας,
Dr,Dr,
Draft,Προσχέδιο,
Driver,Οδηγός,
Driver Address,Διεύθυνση οδηγού,
Driver Email,Οδηγός ηλεκτρονικού ταχυδρομείου,
Driver Name,Όνομα οδηγού,
Driver licence class,Κατηγορία αδειών οδήγησης,
Driving License Categories,Κατηγορίες Άδειας οδήγησης,
Driving License Category,Κατηγορία άδειας οδήγησης,
Drop Ship,Drop Ship,
Drug,Φάρμακο,
Drug Code,Κωδικός ναρκωτικών,
Drug Name,Όνομα φαρμάκου,
Drug Name / Description,Όνομα / Περιγραφή φαρμάκου,
Drug Prescription,Φαρμακευτική συνταγή,
Due / Reference Date cannot be after {0},Η ημερομηνία λήξης προθεσμίας / αναφοράς δεν μπορεί να είναι μετά από {0},
Due Date,Ημερομηνία λήξης προθεσμίας,
Due Date Based On,Η ημερομηνία λήξης βασίζεται σε,
Due Date cannot be before Posting / Supplier Invoice Date,Η ημερομηνία λήξης δεν μπορεί να είναι πριν από την ημερομηνία αποστολής / προμηθευτή τιμολογίου,
Due Date is mandatory,Due Date είναι υποχρεωτική,
Dunning,Ντάνινγκ,
Dunning Amount,Ποσό εκκίνησης,
Dunning Fee,Τέλη Dunning,
Dunning Letter,Γράμμα παράκλησης,
Dunning Letter Text,Κείμενο επιστολής Dunning,
Dunning Type,Τύπος Dunning,
Duplicate,Διπλότυπο,
Duplicate Entry,Διπλή είσοδος,
Duplicate Entry. Please check Authorization Rule {0},Διπλότυπη καταχώρηση. Παρακαλώ ελέγξτε τον κανόνα εξουσιοδότησης {0},
Duplicate Project with Tasks,Διπλότυπο έργο με εργασίες,
Duplicate Serial No entered for Item {0},Διπλότυπος σειριακός αριθμός για το είδος {0},
Duplicate customer group found in the cutomer group table,Διπλότυπο ομάδα πελατών που βρίσκονται στο τραπέζι ομάδα cutomer,
Duplicate entry,Διπλότυπη καταχώρηση.,
Duplicate entry against the item code {0} and manufacturer {1},Διπλότυπη καταχώρηση έναντι του κωδικού {0} και του κατασκευαστή {1},
Duplicate item group found in the item group table,Διπλότυπη ομάδα στοιχείο που βρέθηκαν στο τραπέζι ομάδα στοιχείου,
Duplicate project has been created,Διπλό έργο έχει δημιουργηθεί,
Duplicate roll number for student {0},Διπλότυπος αριθμός κυλίνδρου για φοιτητή {0},
Duplicate row {0} with same {1},Διπλότυπη γραμμή {0} με το ίδιο {1},
Duplicate {0} found in the table,Αντίγραφο {0} βρέθηκε στον πίνακα,
Duration,Διάρκεια,
Duration (Days),Διάρκεια (Ημέρες),
Duration (In Minutes),Διάρκεια (σε λεπτά),
Duration in Days,Διάρκεια σε ημέρες,
Duties and Taxes,Δασμοί και φόροι,
E-Invoicing Information Missing,Στοιχεία ηλεκτρονικής τιμολόγησης που λείπουν,
E-Way Bill JSON can only be generated from a submitted document,Το e-Way Bill JSON μπορεί να δημιουργηθεί μόνο από ένα υποβληθέν έγγραφο,
E-Way Bill JSON can only be generated from submitted document,Το e-Way Bill JSON μπορεί να δημιουργηθεί μόνο από το υποβληθέν έγγραφο,
E-Way Bill JSON cannot be generated for Sales Return as of now,Το Bill JSON του E-Way δεν μπορεί να δημιουργηθεί για την επιστροφή πωλήσεων από τώρα,
EAN,EAN,
EDU-APP-.YYYY.-,EDU-APP-.YYYY.-,
EDU-ATT-.YYYY.-,EDU-ATT-.YYYY.-,
EDU-CSH-.YYYY.-,EDU-CSH-.YYYY.-,
EDU-FEE-.YYYY.-,EDU-FEE-.YYYY.-,
EDU-FSH-.YYYY.-,EDU-FSH-.YYYY.-,
EDU-FST-.YYYY.-,EDU-FST-.YYYY.-,
EDU-INS-.YYYY.-,EDU-INS-.YYYY.-,
EDU-STU-.YYYY.-,EDU-STU-.YYYY.-,
ERPNext Account,Λογαριασμός PolySYNC,
ERPNext Company,PolySYNC Εταιρεία,
ERPNext Demo,PolySYNC Demo,
ERPNext Docs,Έγγραφα PolySYNC,
ERPNext Integrations,PolySYNC Ενσωμάτωση,
ERPNext User,ERPΕπόμενο χρήστη,
ERPNext User ID,PolySYNC User ID,
ES,ES,
Each Transaction,Κάθε συναλλαγή,
Earliest,Η πιο παλιά,
Earliest Age,Πρώιμη εποχή,
Early Exit,Πρόωρη έξοδος,
Early Exit Grace Period,Πρώτη περίοδος χάριτος εξόδου,
Earned Leave,Αμειβόμενη άδεια,
Earned Leave Frequency,Αποτέλεσμα συχνότητας αδείας,
Earnest Money,Κερδιζμένα χρήματα,
Earning,Κέρδος,
Earning & Deduction,Κέρδος και έκπτωση,
Earning Component,Στοιχείο κερδών,
Earnings,Κέρδη,
Edit,Επεξεργασία,
Edit Details,Επεξεργασία στοιχείων,
Edit Exercise Step,Επεξεργασία βήματος άσκησης,
Edit Not Allowed,Δεν επιτρέπεται η επεξεργασία,
Edit Posting Date and Time,Επεξεργασία δημοσίευσης Ημερομηνία και ώρα,
Edit Profile,Επεξεργασία προφίλ,
Edit Publishing Details,Επεξεργασία λεπτομερειών δημοσίευσης,
Edit Receipt,Επεξεργασία απόδειξης,
"Edit in full page for more options like assets, serial nos, batches etc.","Επεξεργαστείτε ολόκληρη τη σελίδα για περισσότερες επιλογές, όπως στοιχεία ενεργητικού, σειριακά νούμερα, παρτίδες κ.λπ.",
Education,Εκπαίδευση,
Education Manager,Διευθυντής Εκπαίδευσης,
Education Settings,Ρυθμίσεις εκπαίδευσης,
Educational Qualification,Εκπαιδευτικά προσόντα,
Effective from,Σε ισχύ από,
Either GST Transporter ID or Vehicle No is required if Mode of Transport is Road,Είτε το GST Transporter ID είτε ο αριθμός οχήματος δεν απαιτείται εάν ο τρόπος μεταφοράς είναι οδικός,
Either location or employee must be required,Οποιαδήποτε τοποθεσία ή υπάλληλος πρέπει να απαιτείται,
Either target qty or target amount is mandatory,Είτε ποσότητα-στόχος ή ποσό-στόχος είναι απαραίτητα.,
Either target qty or target amount is mandatory.,Είτε ποσότητα-στόχος ή ποσό-στόχος είναι απαραίτητα.,
Electric,Ηλεκτρικός,
Electrical,Ηλεκτρικός,
Electricity Cost,Κόστος ηλεκτρικής ενέργειας,
Electricity down,Η ηλεκτρική ενέργεια είναι μειωμένη,
Electronic Equipments,ηλεκτρονικού εξοπλισμού,
Electronic Invoice Register,Ηλεκτρονικό μητρώο τιμολογίων,
Electronics,Ηλεκτρονικά,
Eligibility and Details,Επιλεξιμότητα και Λεπτομέρειες,
Eligible ITC,Επιλέξιμο ITC,
Email,ΗΛΕΚΤΡΟΝΙΚΗ ΔΙΕΥΘΥΝΣΗ,
Email Account,Ο λογαριασμός ηλεκτρονικού ταχυδρομείου,
Email Address,Διεύθυνση ηλεκτρονικού ταχυδρομείου,
"Email Address must be unique, already exists for {0}","Διεύθυνση e-mail πρέπει να είναι μοναδική, υπάρχει ήδη για {0}",
Email Campaign,Ηλεκτρονική καμπάνια,
Email Campaign For ,Καμπάνια ηλεκτρονικού ταχυδρομείου για,
Email Campaigns,Καμπάνιες ηλεκτρονικού ταχυδρομείου,
Email Details,Λεπτομέρειες email,
Email Digest,Ενημερωτικό άρθρο email,
Email Digest Settings,Ρυθμίσεις ενημερωτικών άρθρων μέσω email,
Email Group,email Ομάδα,
Email Id,Email ID,
Email Notification Sent,Αποστολή ειδοποίησης ηλεκτρονικού ταχυδρομείου,
Email Reminders will be sent to all parties with email contacts,Οι υπενθυμίσεις ηλεκτρονικού ταχυδρομείου θα αποστέλλονται σε όλα τα μέρη με επαφές ηλεκτρονικού ταχυδρομείου,
Email Salary Slip to Employee,Email Μισθός Slip σε Εργαζομένους,
Email Sent,Το email απεστάλη,
Email Sent To,Ηλεκτρονικό μήνυμα απεσταλμένο σε,
Email Sent to Supplier {0},Αποστολή email στον προμηθευτή {0},
Email Settings,Ρυθμίσεις email,
Email Template,Πρότυπο ηλεκτρονικού ταχυδρομείου,
Email not found in default contact,Δεν βρέθηκε διεύθυνση ηλεκτρονικού ταχυδρομείου στην προεπιλεγμένη επαφή,
Email sent successfully.,Το email στάλθηκε με επιτυχία.,
Email sent to,Email Sent να,
Email sent to {0},Το email απεστάλη σε {0},
Emails Queued,Ουρά μηνυμάτων ηλεκτρονικού ταχυδρομείου,
Emails salary slip to employee based on preferred email selected in Employee,Emails εκκαθαριστικό σημείωμα αποδοχών σε εργαζόμενο με βάση την προτιμώμενη email επιλέγονται Εργαζομένων,
Emergency Contact,Επείγουσα επικοινωνία,
Emergency Contact Name,Όνομα επείγουσας επαφής,
Emergency Phone,Τηλέφωνο έκτακτης ανάγκης,
Employee,Υπάλληλος,
Employee ,Υπάλληλος,
Employee (Lab Technician),Υπάλληλος (Τεχνικός εργαστηρίου),
Employee (optional),Υπάλληλος (προαιρετικό),
Employee A/C Number,Αριθμός A / C υπαλλήλου,
Employee Advance,Προώθηση εργαζομένων,
Employee Advance Summary,Προσωρινή σύνοψη προσωπικού,
Employee Advances,Προώθηση εργαζομένων,
Employee Analytics,Ανάλυση υπαλλήλων,
Employee Attendance Tool,Εργαλείο συμμετοχή των εργαζομένων,
Employee Benefit Application,Εφαρμογή παροχών προσωπικού,
Employee Benefit Application Detail,Λεπτομέρειες για τις αιτήσεις παροχών υπαλλήλων,
Employee Benefit Claim,Αίτηση παροχών προσωπικού,
Employee Benefits,Παροχές σε εργαζόμενους,
Employee Billing Summary,Περίληψη τιμολόγησης υπαλλήλων,
Employee Birthday,Γενέθλια υπαλλήλων,
Employee Boarding Activity,Δραστηριότητα επιβίβασης των εργαζομένων,
Employee Checkin,Έλεγχος προσωπικού,
Employee Detail,Λεπτομέρεια των εργαζομένων,
Employee Details,Λεπτομέρειες των υπαλλήλων,
Employee Education,Εκπαίδευση των υπαλλήλων,
Employee Emails,Εργατικά μηνύματα ηλεκτρονικού ταχυδρομείου,
Employee External Work History,Ιστορικό εξωτερικών εργασιών υπαλλήλου,
Employee Grade,Υπάλληλος βαθμού,
Employee Grade (optional),Βαθμός υπαλλήλου (προαιρετικό),
Employee Group,Ομάδα εργαζομένων,
Employee Group Table,Πίνακας ομάδας εργαζομένων,
Employee Health Insurance,Ασφάλιση Υγείας των Υπαλλήλων,
Employee ID,Ταυτότητα Υπαλλήλου,
Employee ID is linked with another instructor,Το αναγνωριστικό υπαλλήλου συνδέεται με έναν άλλο εκπαιδευτή,
Employee Incentive,Κίνητρο για εργαζόμενους,
Employee Information,Πληροφορίες υπαλλήλου,
Employee Internal Work History,Ιστορικό εσωτερικών εργασιών υπαλλήλου,
Employee Leave Balance,Υπόλοιπο αδείας υπαλλήλου,
Employee Leave Balance Summary,Περίληψη ισοζυγίου εξόδου εργαζομένων,
Employee Loan,Υπάλληλος Δανείου,
Employee Name,όνομα υπαλλήλου,
